SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_SK_ID_BUREAU_COUNT,BUREAU_DAYS_CREDIT_MEAN,BUREAU_DAYS_CREDIT_MIN,BUREAU_DAYS_CREDIT_MAX,BUREAU_AMT_CREDIT_SUM_SUM,BUREAU_AMT_CREDIT_SUM_MEAN,BUREAU_AMT_CREDIT_SUM_DEBT_SUM,BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,BUREAU_DAYS_CREDIT_ENDDATE_MAX,BUREAU_IS_OPEN_ENDED_CREDIT_SUM,BUREAU_IS_OPEN_ENDED_CREDIT_MAX,BUREAU_RECENT_LOAN_FLAG_SUM,BUREAU_HAS_BEEN_OVERDUE_MAX,BUREAU_BUREAU_BAL_MONTHS_BALANCE_MIN_MEAN,BUREAU_BUREAU_BAL_MONTHS_BALANCE_MIN_SUM,BUREAU_BUREAU_BAL_MONTHS_BALANCE_MAX_MEAN,BUREAU_BUREAU_BAL_MONTHS_BALANCE_MAX_SUM,BUREAU_BUREAU_BAL_MONTHS_BALANCE_SIZE_MEAN,BUREAU_BUREAU_BAL_MONTHS_BALANCE_SIZE_SUM,BUREAU_BUREAU_BAL_STATUS_CLOSED_SUM_MEAN,BUREAU_BUREAU_BAL_STATUS_CLOSED_SUM_SUM,BUREAU_BUREAU_BAL_STATUS_UNKNOWN_MEAN_MEAN,BUREAU_BUREAU_BAL_STATUS_UNKNOWN_MEAN_SUM,BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_SUM_MEAN,BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_SUM_SUM,BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_MAX_MEAN,BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_MAX_SUM,BUREAU_BUREAU_BAL_STATUS_NUMERIC_MAX_MEAN,BUREAU_BUREAU_BAL_STATUS_NUMERIC_MAX_SUM,BUREAU_BUREAU_BAL_STATUS_NUMERIC_MEAN_MEAN,BUREAU_BUREAU_BAL_STATUS_NUMERIC_MEAN_SUM,BUREAU_DEBT_CREDIT_RATIO,BUREAU_ACTIVE_DEBT_RATIO,PREV_SK_ID_PREV_COUNT,PREV_AMT_APPLICATION_MIN,PREV_AMT_APPLICATION_MAX,PREV_AMT_APPLICATION_MEAN,PREV_AMT_CREDIT_MIN,PREV_AMT_CREDIT_MAX,PREV_AMT_CREDIT_MEAN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_DOWN_PAYMENT_MEAN,PREV_APPLICATION_CREDIT_RATIO_MAX,PREV_APPLICATION_CREDIT_RATIO_MEAN,PREV_PREV_IS_APPROVED_SUM,PREV_PREV_IS_APPROVED_MEAN,PREV_PREV_IS_REFUSED_SUM,PREV_PREV_IS_REFUSED_MEAN,PREV_PREV_IS_CANCELED_SUM,PREV_PREV_IS_CANCELED_MEAN,PREV_YIELD_HIGH_SUM,PREV_YIELD_HIGH_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MAX,PREV_CNT_PAYMENT_MEAN,PREV_NFLAG_INSURED_ON_APPROVAL_SUM,PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,PREV_AREA_WAS_NEGATIVE_MEAN,PREV_HAS_DISBURSEMENT_INFO_MEAN,PREV_HAS_DOWN_PAYMENT_MEAN,PREV_HAS_INTEREST_RATE_MEAN,PREV_SELLERPLACE_AREA_MAX,PREV_SELLERPLACE_AREA_MEDIAN,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_MIN,POS_MONTHS_BALANCE_SIZE,POS_SK_DPD_DEF_MAX,POS_SK_DPD_DEF_MEAN,POS_POS_IS_LATE_SUM,POS_POS_IS_LATE_MEAN,POS_POS_IS_SEVERE_LATE_SUM,POS_CNT_INSTALMENT_MEAN,POS_CNT_INSTALMENT_MAX,POS_CNT_INSTALMENT_FUTURE_MEAN,POS_POS_IS_COMPLETED_SUM,POS_POS_IS_ACTIVE_SUM,CLIENT_SK_ID_PREV_COUNT,CLIENT_CARD_MONTHS_BALANCE_SIZE_SUM,CLIENT_CARD_CC_UTILIZATION_MAX_MAX,CLIENT_CARD_CC_UTILIZATION_MEAN_MEAN,CLIENT_CARD_CC_ATM_DRAWING_RATIO_MAX_MAX,CLIENT_CARD_CC_IS_LATE_SUM_SUM,CLIENT_CARD_CC_IS_SEVERE_LATE_SUM_SUM,CLIENT_CARD_AMT_DRAWINGS_ATM_CURRENT_WAS_MISSING_SUM_SUM,CLIENT_INST_SK_ID_PREV_COUNT,CLIENT_INST_LOAN_NUM_INSTALMENT_VERSION_NUNIQUE_SUM,CLIENT_INST_LOAN_PAYMENT_DELAY_MAX_MAX,CLIENT_INST_LOAN_PAYMENT_DELAY_MEAN_MEAN,CLIENT_INST_LOAN_PAYMENT_FRACTION_MIN_MIN,CLIENT_INST_LOAN_IS_LATE_SUM_SUM,CLIENT_INST_LOAN_IS_SEVERE_LATE_SUM_SUM,CLIENT_INST_LOAN_IS_UNDERPAID_SUM_SUM,CLIENT_INST_LOAN_IS_MISSED_PAYMENT_SUM_SUM
193089,0,Cash loans,M,N,N,0,238500.0,291384.0,30595.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0105,-10477,-865.0,-5110.0,-3169,,1,1,1,1,0,0,Drivers,2.0,3,3,TUESDAY,18,0,0,0,1,1,0,Business Entity Type 3,0.1886103687446632,0.4417013952348108,0.4920600938649263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1753.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,-889.625,-1523.0,-208.0,7375770.0,921971.25,802408.5,200602.125,-96.14285714285714,888.0,0.0,0.0,0.0,1.0,-28.875,-231.0,-9.0,-72.0,20.875,167.0,14.25,114.0,0.005952380952380952,0.047619047619047616,0.125,1.0,0.125,1.0,0.375,3.0,0.024509803921568627,0.19607843137254902,0.10878979415030567,0.3242054545454545,6.0,0.0,86949.0,33861.975,24724.35,225000.0,70156.72499999999,6750.0,2587.5,1.2502593597000529,0.8739211719479756,3.0,0.5,3.0,0.5,0.0,0.0,1.0,0.16666666666666666,-2885.0,-620.0,-1619.6666666666667,24.0,13.666666666666666,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,1552.0,1552.0,-16.0,-95.0,37.0,8.0,0.21621621621621623,1.0,0.02702702702702703,0.0,16.972972972972972,24.0,9.972972972972974,3.0,34.0,,,,,,,,,3.0,6.0,35.0,-5.940476190476191,0.058606997598271725,9.0,1.0,8.0,0.0
125751,0,Cash loans,F,N,Y,0,301500.0,469152.0,24084.0,405000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-21186,,-4214.0,-4709,,1,0,0,1,0,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.6245355143357533,0.4866531565147181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,3.0,0.0,-994.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-462.0,-462.0,-462.0,625500.0,625500.0,515794.5,515794.5,1362.0,1362.0,0.0,0.0,0.0,0.0,-15.0,-15.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8246115107913669,0.8246115107913669,4.0,0.0,1125000.0,596250.0,0.0,1255680.0,628920.0,,,1.0,0.9653096330275229,3.0,0.75,0.0,0.0,1.0,0.25,0.0,0.0,-994.0,-292.0,-467.5,60.0,36.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,,,-1.0,-32.0,24.0,0.0,0.0,0.0,0.0,0.0,49.666666666666664,60.0,43.791666666666664,1.0,23.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,7.0,-3.197916666666667,0.012456056002809688,6.0,0.0,4.0,0.0
182248,0,Cash loans,F,Y,N,0,121500.0,454500.0,19255.5,454500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.025164,-19793,-12518.0,-12515.0,-3311,7.0,1,1,1,1,1,0,Core staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Kindergarten,0.7456475882769933,0.68583141122423,0.4776491548517548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1505.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1294.3333333333333,-2743.0,-245.0,4342500.0,1447500.0,146502.0,73251.0,917.6666666666666,3466.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.03373678756476684,0.03875714285714286,1.0,31050.0,31050.0,31050.0,34879.5,34879.5,34879.5,3105.0,3105.0,0.8902077151335311,0.8902077151335311,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1505.0,-1505.0,-1505.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,292.0,292.0,-45.0,-50.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6666666666666667,1.0,5.0,,,,,,,,,1.0,2.0,-15.0,-17.5,1.0,0.0,0.0,0.0,0.0
333675,1,Cash loans,M,N,N,0,135000.0,775327.5,30748.5,693000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008019,-20154,-1003.0,-8081.0,-3168,,1,1,1,1,0,0,Security staff,2.0,2,2,SUNDAY,13,0,1,1,0,1,1,Security,,0.0753124422698254,0.3962195720630885,0.0041,,0.9712,,,0.0,,0.0,,0.0,,0.0022,,0.0,0.0042,,0.9712,,,0.0,,0.0,,0.0,,0.0023,,0.0,0.0042,,0.9712,,,0.0,,0.0,,0.0,,0.0023,,0.0,,terraced house,0.0026,"Stone, brick",No,2.0,0.0,2.0,0.0,-48.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,-959.8571428571429,-2252.0,-59.0,625355.1,89336.44285714286,124088.4,17726.914285714283,-560.0,858.0,0.0,0.0,3.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.19842870074938224,0.9315568287772117,10.0,0.0,693000.0,206684.92349999998,0.0,802773.0,242281.7235,2452.5,817.5,1.112093788564377,0.9070350141747792,2.0,0.2,3.0,0.3,3.0,0.3,0.0,0.0,-2591.0,-36.0,-310.5,48.0,32.666666666666664,1.0,0.5,0.7,0.0,0.3,0.0,100.0,30.0,-1.0,-85.0,7.0,0.0,0.0,0.0,0.0,0.0,10.285714285714286,48.0,8.857142857142858,1.0,5.0,,,,,,,,,1.0,1.0,1.0,-4.0,1.0,1.0,0.0,0.0,0.0
102143,0,Cash loans,M,Y,Y,0,396000.0,1125171.0,48303.0,1035000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-15617,-2692.0,-156.0,-4386,10.0,1,1,1,1,1,0,Managers,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.4511475139180595,0.3723336657058204,0.2948,0.0981,0.995,0.932,0.1146,0.32,0.2759,0.375,0.4167,0.0892,0.2379,0.3223,0.7452,0.011,0.3004,0.1018,0.995,0.9347,0.1157,0.3222,0.2759,0.375,0.4167,0.0913,0.2599,0.3358,0.7509999999999999,0.0116,0.2977,0.0981,0.995,0.9329,0.1154,0.32,0.2759,0.375,0.4167,0.0908,0.242,0.3281,0.7492,0.0112,reg oper account,block of flats,0.3185,Panel,No,2.0,0.0,2.0,0.0,-394.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,-766.8571428571429,-2451.0,-128.0,10726915.5,1532416.5,8055302.175,1342550.3625,1192.8,5364.0,1.0,1.0,1.0,0.0,-24.571428571428573,-172.0,-10.571428571428571,-74.0,15.0,105.0,1.7142857142857142,12.0,0.2634920634920635,1.8444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7509430064029123,0.9256929896641722,11.0,135000.0,3150000.0,1730863.6363636365,135000.0,3420270.0,1869076.6363636365,,,1.0,0.9233711889790727,4.0,0.36363636363636365,7.0,0.6363636363636364,0.0,0.0,0.0,0.0,-889.0,-227.0,-519.4545454545455,60.0,54.54545454545455,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,,,-6.0,-29.0,21.0,0.0,0.0,0.0,0.0,0.0,55.19047619047619,60.0,47.0,2.0,19.0,1.0,16.0,0.31508366666666665,0.0302701875,0.0,0.0,0.0,0.0,3.0,9.0,0.0,-5.62114405510632,1.0,0.0,0.0,0.0,0.0
291986,0,Cash loans,F,Y,Y,0,242550.0,1406880.0,38817.0,1228500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-22934,,-4228.0,-4722,10.0,1,0,0,1,1,0,,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,XNA,,0.6504267743349164,0.7295666907060153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1272.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,-1088.8333333333333,-2510.0,-108.0,1695064.5,282510.75,861673.5,215418.375,-231.83333333333334,776.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.5083426028921023,0.6121520573651787,3.0,0.0,111532.5,71677.5,0.0,111532.5,71677.5,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,-1272.0,-164.0,-726.3333333333334,12.0,12.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,112.0,96.0,-13.0,-96.0,34.0,0.0,0.0,0.0,0.0,0.0,11.088235294117647,12.0,4.9411764705882355,4.0,30.0,,,,,,,,,4.0,6.0,-6.0,-16.820075757575758,1.0,0.0,0.0,0.0,0.0
138839,1,Cash loans,M,Y,N,0,103500.0,265851.0,21132.0,229500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00712,-22469,,-4683.0,-4747,19.0,1,0,0,1,0,0,,2.0,2,2,FRIDAY,8,0,0,0,0,0,0,XNA,,0.2675384198957301,0.807273923277881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,-96.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,5.0,,,,,,,,,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148136,0,Cash loans,M,Y,Y,1,270000.0,1687266.0,64395.0,1575000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-15355,-1896.0,-5828.0,-4140,7.0,1,1,1,1,1,0,High skill tech staff,3.0,2,2,MONDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.6291900775955684,0.5691487713619409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,9.0,0.0,-1828.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-1478.0,-1579.0,-1287.0,301923.0,60384.6,0.0,0.0,-1082.25,-798.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,5.0,36855.0,1755000.0,426772.728,36454.5,2021611.5,479757.6,7424.64,5131.38,1.011163087391027,0.9802722572558,4.0,0.8,1.0,0.2,0.0,0.0,3.0,0.6,-2479.0,-691.0,-1550.8,42.0,15.6,2.0,0.5,0.4,0.0,0.6,0.0,1600.0,73.0,-21.0,-82.0,42.0,0.0,0.0,0.0,0.0,0.0,13.19047619047619,42.0,7.5476190476190474,3.0,39.0,,,,,,,,,4.0,6.0,-2.0,-19.395833333333336,1.0,0.0,0.0,0.0,0.0
378496,0,Cash loans,F,N,N,0,270000.0,1687266.0,68719.5,1575000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.031329,-14108,-5591.0,-3573.0,-4920,,1,1,0,1,1,0,Core staff,1.0,2,2,MONDAY,9,0,0,0,0,0,0,University,,0.6686941784225079,0.7407990879702335,0.0722,0.0611,,,,0.0,0.1379,0.1667,,0.0602,,0.052,,0.0722,0.0735,0.0634,,,,0.0,0.1379,0.1667,,0.0616,,0.0542,,0.0764,0.0729,0.0611,,,,0.0,0.1379,0.1667,,0.0612,,0.0529,,0.0737,,block of flats,0.0409,"Stone, brick",No,0.0,0.0,0.0,0.0,-2952.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,-1577.75,-2524.0,-229.0,2941290.0,367661.25,0.0,0.0,-229.375,2407.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,170694.0,170694.0,170694.0,153621.0,153621.0,153621.0,17073.0,17073.0,1.1111371492178803,1.1111371492178803,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.0,-857.0,-857.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,200.0,-20.0,-28.0,9.0,0.0,0.0,0.0,0.0,0.0,9.777777777777779,10.0,5.777777777777778,1.0,8.0,1.0,96.0,0.5789433333333334,0.05268093103448276,0.5333333333333333,2.0,0.0,2.0,2.0,3.0,26.0,-9.470663265306122,0.002285714285714286,3.0,0.0,2.0,0.0
139605,1,Cash loans,F,N,N,0,76500.0,675000.0,20596.5,675000.0,Family,Pensioner,Higher education,Widow,House / apartment,0.028663,-22596,,-47.0,-4015,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.653458571260668,0.3689687382528466,0.1021,0.0636,0.9881,0.8368,0.0656,0.02,0.0345,0.25,0.2917,0.0767,0.0832,0.0648,0.0039,0.004,0.0473,0.0409,0.9836,0.7844,0.0127,0.0,0.0345,0.1667,0.2083,0.0528,0.0413,0.0527,0.0,0.0,0.1031,0.0636,0.9881,0.8390000000000001,0.066,0.02,0.0345,0.25,0.2917,0.0781,0.0847,0.066,0.0039,0.0041,reg oper account,block of flats,0.0649,"Stone, brick",No,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1607.0,-1607.0,-1607.0,14724.0,14724.0,0.0,0.0,-1515.0,-1515.0,0.0,0.0,0.0,0.0,-52.0,-52.0,0.0,0.0,53.0,53.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233353,1,Revolving loans,F,N,N,0,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.018801,-8084,-780.0,-7285.0,-766,,1,1,0,1,0,0,Core staff,1.0,2,2,SATURDAY,16,0,0,0,0,1,1,Trade: type 4,,0.0298379128650086,0.1510075350878296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-285.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,-597.1666666666666,-931.0,-303.0,453764.97,75627.495,216040.5,36006.75,55.8,923.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.47610660646633873,0.8084865745658736,4.0,0.0,180000.0,77812.875,0.0,180000.0,79348.5,0.0,0.0,1.0,0.9699769053117784,2.0,0.5,1.0,0.25,1.0,0.25,1.0,0.25,-1073.0,-144.0,-411.5,12.0,8.0,0.0,0.0,0.5,0.0,0.5,0.0,1200.0,621.0,-1.0,-35.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.818181818181818,1.0,21.0,,,,,,,,,2.0,2.0,0.0,-9.13888888888889,1.0,0.0,0.0,0.0,0.0
110397,0,Cash loans,F,N,N,0,58500.0,247275.0,17208.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.005084,-21722,,-12641.0,-4894,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,,0.6815469448784708,0.6971469077844458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-295.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1488.0,-2185.0,-865.0,592200.0,197400.0,199219.5,66406.5,-456.6666666666667,961.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.33640577507598785,0.6707727272727273,1.0,106515.0,106515.0,106515.0,95314.5,95314.5,95314.5,15979.5,15979.5,1.1175109768188471,1.1175109768188471,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-295.0,-295.0,-295.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,400.0,400.0,-4.0,-10.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,1.0,6.0,,,,,,,,,1.0,1.0,-7.0,-9.0,1.0,0.0,0.0,0.0,0.0
426103,0,Cash loans,M,Y,Y,0,112500.0,1006920.0,42660.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-19891,,-7098.0,-2502,2.0,1,0,0,1,1,0,,2.0,2,2,MONDAY,21,0,0,0,0,0,0,XNA,0.6391344657735133,0.7458983146701954,0.1862929496555374,0.0412,0.0753,0.9722,,,0.0,0.1379,0.125,,,,0.0442,,,0.042,0.0782,0.9722,,,0.0,0.1379,0.125,,,,0.0461,,,0.0416,0.0753,0.9722,,,0.0,0.1379,0.125,,,,0.045,,,,block of flats,0.0406,Block,No,1.0,0.0,1.0,0.0,-976.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,-592.6,-838.0,-372.0,1909056.33,381811.266,1288162.575,257632.51499999998,572.5,1455.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.6747640469047866,0.6833658259829187,5.0,132292.8,900000.0,498958.55999999994,119061.0,900000.0,511815.6,13231.8,13231.8,1.1111346284677601,0.992463810963675,3.0,0.6,1.0,0.2,1.0,0.2,1.0,0.2,-976.0,-365.0,-576.2,24.0,16.2,1.0,0.3333333333333333,0.8,0.0,0.2,0.0,145.0,145.0,-10.0,-32.0,17.0,0.0,0.0,0.0,0.0,0.0,14.941176470588236,24.0,12.588235294117647,3.0,14.0,,,,,,,,,3.0,6.0,21.0,-9.188888888888888,1.0,1.0,0.0,0.0,0.0
